0;4;132;1;0.96;15;1;1;4.60
0;50;1089;1;1.69;54;1;0;4.25
0;11;157;2;1.32;27;1;0;5.00
0;2;157;1;;13;1;0;5.00
0;10;300;3;1.36;43;1;0;2.00
0;1;941;1;0.85;14;1;0;0.40
0;55;752;1;1.57;54;1;1;0.70
0;17;752;1;1.56;46;1;0;0.25
0;48;208;1;1.61;58;1;0;1.00
0;6;643;1;1.06;16;1;0;1.00
0;49;643;1;1.61;52;1;1;4.00
0;6;643;1;1.09;19;1;0;1.00
0;12;185;4;;;0;0;0.40
0;21;220;4;1.61;54;1;0;2.50
0;0;131;1;0.71;8;1;0;0.30
0;0;131;1;0.69;7;1;0;0.30
0;18;585;2;1.73;65;1;0;2.00
0;21;585;1;1.70;68;1;0;1.00
0;17;585;1;1.69;56;1;0;2.00
0;19;585;2;1.79;65;1;0;9.00
0;1;361;1;0.72;8;1;1;3.50
0;45;429;1;1.68;57;1;1;0.60
0;47;209;1;1.68;61;1;0;7.00
0;12;18;1;1.32;30;1;0;2.00
0;51;18;1;1.64;54;1;0;5.00
0;10;18;1;1.29;24;1;0;1.50
0;4;93;1;0.99;16;0;0;2.50
0;5;93;1;1.10;18;0;0;2.50
0;38;1059;9;;;0;0;10.00
0;1;428;1;0.84;12;1;0;0.50
0;31;117;6;1.75;63;1;1;34.00
0;3;298;1;1.02;18;1;0;9.20
0;32;113;1;1.53;49;1;0;15.00
0;5;113;1;0.96;15;1;0;10.00
0;31;65;1;1.66;46;1;1;20.00
0;5;94;1;1.01;17;1;0;5.00
0;9;197;1;1.27;33;1;1;15.00
0;5;127;1;1.00;15;1;0;3.20
0;1;132;1;0.95;13;0;0;0.80
0;4;132;1;1.05;15;0;0;0.80
0;6;132;1;1.12;18;0;0;0.80
0;82;235;3;;;0;1;5.00
0;11;86;4;1.37;35;0;0;1.50
0;28;148;4;1.60;55;1;0;10.00
0;58;187;1;1.59;53;1;0;20.00
0;62;720;1;1.60;63;0;1;25.00
0;51;687;5;1.76;58;0;1;10.00
0;0;103;1;0.60;7;0;0;3.00
0;11;116;2;1.39;31;1;0;10.00
0;39;81;1;1.68;52;1;0;38.00
0;23;72;3;1.61;53;0;1;30.00
0;58;248;1;1.54;52;0;1;10.00
0;27;237;5;1.73;69;0;0;3.80
0;24;978;1;1.66;58;1;1;10.00
0;17;335;1;1.64;56;1;0;20.00
0;86;246;1;1.55;58;0;0;3.00
0;58;643;4;1.64;54;0;1;40.00
0;29;288;1;;;0;0;3.50
0;41;437;3;1.62;51;0;1;20.00
0;17;239;5;1.64;58;1;0;10.00
0;0;374;1;0.73;8;1;0;5.00
0;41;278;4;1.68;63;1;0;70.00
0;0;272;1;0.75;8;1;0;5.40
0;36;566;3;1.75;66;1;0;6.00
0;6;355;1;1.19;20;0;0;5.00
0;47;301;1;1.58;56;1;0;12.00
0;6;195;1;1.19;20;1;0;1.50
0;5;195;1;1.07;18;1;1;1.50
0;67;436;1;1.63;69;0;1;10.00
0;63;541;1;1.67;71;0;0;4.00
0;22;541;4;1.69;65;1;0;0.70
0;3;99;1;0.93;15;0;0;9.00
0;4;99;1;1.99;17;0;0;10.00
0;80;694;1;1.60;54;1;1;30.00
0;55;193;3;1.64;65;1;0;0.90
0;4;349;1;1.05;16;0;0;4.00
0;0;147;1;0.56;4;1;0;4.00
0;1;182;1;0.81;13;1;0;7.20
0;77;499;1;1.42;37;1;0;10.00
0;17;424;1;1.57;49;1;1;30.00
0;36;326;1;;61;1;0;2.00
0;41;254;1;1.61;87;0;1;0.50
0;7;163;1;1.21;32;0;0;4.50
0;0;341;1;0.55;5;0;0;1.00
0;28;341;6;1.73;70;1;0;19.50
0;5;313;1;1.07;17;1;0;5.00
0;54;696;4;1.75;65;0;1;10.00
0;5;383;1;1.11;18;1;0;8.50
0;27;170;1;1.66;62;0;0;2.00
0;20;89;4;1.71;59;1;0;11.00
0;1;402;1;0.83;13;1;0;30.00
0;0;260;1;0.65;8;1;1;2.20
0;78;338;1;1.62;63;1;0;15.00
0;25;390;5;1.80;79;1;0;2.50
0;44;208;6;1.70;69;0;1;20.00
0;47;46;1;;;1;1;50.00
0;56;563;2;;;0;1;20.00
0;29;752;1;1.70;70;0;1;26.00
0;0;203;1;0.74;12;1;0;5.00
0;0;743;1;0.60;7;1;0;8.50
0;5;381;1;1.20;20;0;0;5.00
0;50;163;5;1.75;75;1;1;15.00
0;12;741;5;1.50;37;1;0;2.10
0;14;741;5;1.63;42;1;0;2.10
0;58;276;1;1.54;53;0;1;20.00
0;26;502;3;1.71;66;0;1;4.00
0;3;102;1;0.94;16;0;0;22.80
0;9;404;1;1.25;21;1;0;2.00
0;7;329;1;1.28;25;1;1;7.50
0;30;329;1;1.63;57;1;0;9.00
0;51;463;3;1.64;60;1;1;2.00
0;8;384;1;1.25;24;1;1;2.70
0;31;384;1;;;1;0;1.00
0;1;775;1;;;1;0;10.00
0;79;153;3;1.59;49;1;0;15.00
0;23;892;9;1.54;53;0;0;20.00
0;69;317;1;1.68;77;0;1;20.00
0;86;204;1;1.63;38;0;1;9.00
0;22;524;9;;;0;0;10.00
0;35;59;5;1.70;77;1;0;10.00
0;9;233;1;;22;1;0;0.80
0;10;293;1;1.37;31;1;0;11.00
0;2;270;1;0.87;12;1;0;2.50
0;42;150;6;1.69;70;0;0;10.00
0;45;251;1;1.75;76;1;1;3.00
0;9;1180;1;1.41;31;1;0;20.00
0;8;1180;1;1.25;23;1;0;20.00
0;36;432;2;1.60;57;1;0;20.00
0;73;671;1;1.73;66;1;0;32.00
0;2;419;1;0.80;11;1;0;6.80
0;3;419;1;1.00;14;1;0;4.00
0;10;419;1;1.32;30;0;0;2.50
0;68;412;1;1.73;73;0;1;46.00
0;0;159;1;;10;1;0;15.00
0;16;153;3;1.70;54;1;0;1.00
0;54;195;1;1.75;58;1;0;15.00
0;0;434;1;;;0;0;5.00
0;72;269;1;1.64;63;1;0;5.00
0;60;33;1;1.40;41;0;0;20.00
0;61;78;1;1.74;71;0;0;29.00
0;27;78;3;1.72;68;1;0;83.00
0;1;429;1;0.80;10;0;0;5.80
0;1;328;1;0.78;10;1;1;3.50
0;26;117;1;1.68;61;0;0;10.00
0;3;117;1;1.15;24;0;1;8.00
0;24;253;1;;;0;1;4.20
0;66;377;1;1.68;67;1;0;0.50
0;44;100;1;1.70;66;0;0;10.00
0;52;368;5;1.65;64;1;1;7.50
0;34;120;7;1.75;63;1;1;42.50
0;30;151;2;1.58;57;1;0;1.00
0;22;317;1;1.38;50;0;0;3.80
0;4;743;1;1.01;15;0;1;2.70
0;1;330;1;0.81;15;1;0;8.00
0;44;519;5;1.68;73;0;1;20.00
0;4;894;1;1.02;16;0;0;2.00
0;2;894;1;0.88;12;0;0;2.00
0;66;308;1;1.64;57;1;1;4.50
0;8;287;2;1.41;30;1;1;20.00
0;31;287;3;1.58;61;1;1;9.60
0;83;270;1;1.75;;1;1;26.00
0;47;448;12;1.75;84;0;1;4.00
0;77;233;1;1.66;61;0;1;9.00
0;37;311;4;1.64;61;1;0;50.00
0;33;31;1;1.74;67;1;1;14.00
0;3;173;1;;15;0;1;4.80
0;69;446;2;1.46;49;0;1;11.00
0;55;191;1;1.69;63;0;0;50.00
0;47;543;4;1.65;64;1;0;10.00
0;1;822;1;0.80;10;0;0;6.00
0;42;50;1;1.60;60;0;0;9.50
0;5;193;1;1.17;16;1;0;4.00
0;0;205;1;0.71;10;0;0;5.10
0;1;333;1;;;1;1;1.80
0;61;421;1;;;1;0;3.45
0;18;182;9;;;0;0;1.20
0;0;275;1;;7;1;0;3.00
0;50;310;1;1.64;58;0;1;4.00
0;23;666;4;1.61;57;1;1;5.00
0;10;332;3;1.20;25;1;0;10.00
0;19;332;7;1.73;51;0;0;12.00
0;65;523;1;1.58;72;0;1;30.00
0;46;402;5;1.74;75;1;0;5.50
0;21;402;7;1.75;70;1;0;13.50
0;32;349;5;1.72;52;1;0;50.00
0;2;1153;1;;13;1;0;10.00
0;15;300;6;1.60;54;1;0;18.00
0;46;686;3;1.62;53;1;0;15.00
0;70;350;1;1.72;70;0;1;9.00
0;8;282;1;1.19;21;1;0;0.80
0;50;398;4;1.71;68;1;0;1.60
0;27;1105;2;1.58;62;1;0;13.25
0;4;1105;1;1.01;17;1;0;8.50
0;0;255;1;0.78;9;1;0;6.00
0;26;928;4;1.57;58;1;0;4.00
0;24;928;7;1.62;69;1;0;6.00
0;62;928;1;1.60;65;0;0;3.50
0;19;928;2;1.62;53;1;1;80.00
0;29;928;2;1.60;59;1;0;7.00
0;45;524;1;1.68;67;1;1;40.00
0;60;565;1;1.71;65;0;0;12.00
0;0;190;1;0.70;9;1;0;13.50
0;5;190;1;0.90;12;1;1;3.50
0;19;222;5;1.64;59;1;0;7.00
0;43;222;4;1.63;53;1;0;2.00
0;3;733;1;0.94;14;1;0;3.65
0;36;757;5;1.70;61;1;0;10.00
0;29;357;1;1.69;71;1;0;1.00
0;30;181;2;1.65;53;1;0;17.80
0;41;512;4;1.77;77;1;0;40.00
0;47;74;1;1.74;80;1;0;40.00
0;32;235;1;1.61;64;1;0;1.00
0;2;942;1;0.91;12;1;0;10.00
0;3;942;1;1.02;16;1;0;5.00
0;29;515;8;;;1;0;4.00
0;74;604;1;1.78;87;0;0;16.00
0;10;230;1;1.40;30;0;0;36.00
0;61;474;1;1.54;41;0;1;9.50
0;55;500;1;1.53;55;0;1;26.00
0;19;731;5;;;0;0;1.00
0;22;731;5;;;0;0;1.00
0;56;150;1;1.60;53;0;0;10.50
0;54;124;1;1.67;54;1;1;8.00
0;71;224;1;1.63;47;0;1;6.80
0;43;286;9;;;0;1;8.80
0;5;729;1;1.06;19;1;0;10.00
0;22;376;2;1.70;65;1;0;18.00
0;17;376;6;1.73;59;1;0;15.00
0;1;348;1;0.93;11;0;0;4.00
0;86;348;1;1.61;57;0;0;20.00
0;32;221;2;1.70;73;1;0;12.01
0;4;148;1;0.95;16;1;1;7.00
0;2;148;1;0.81;18;1;0;6.80
0;9;218;1;1.43;27;1;0;10.00
0;0;579;1;0.74;9;0;0;11.00
0;5;579;1;;;0;0;7.00
0;29;441;9;1.64;71;0;0;1.90
0;35;210;5;1.68;53;0;1;35.00
0;3;666;1;0.87;14;0;1;3.00
0;9;365;2;1.29;23;1;1;7.00
0;7;365;2;1.21;22;1;0;7.00
0;22;330;3;;;1;0;15.00
0;14;3483;5;1.57;41;1;0;2.00
0;13;545;5;1.52;41;0;0;5.00
0;11;545;4;1.45;34;0;0;5.00
0;0;943;1;0.61;7;0;0;30.00
0;0;632;1;0.54;8;1;0;8.00
0;7;632;1;1.27;21;0;0;5.00
0;7;600;1;;;1;0;4.50
0;28;365;1;1.65;55;1;0;3.15
0;81;163;1;1.57;55;1;0;9.00
0;65;621;1;1.61;63;1;1;20.00
0;16;522;1;;;0;0;4.50
0;52;1374;1;1.63;53;1;0;18.60
0;24;561;2;1.62;56;1;0;15.00
0;1;430;1;0.76;10;1;0;6.00
0;26;171;3;1.69;57;1;0;4.60
0;0;844;1;0.55;8;1;1;8.45
0;39;1201;6;1.60;75;0;0;11.00
0;35;467;5;1.69;62;0;1;40.00
0;50;104;1;1.66;67;0;0;20.00
0;21;258;5;1.83;64;1;0;0.25
0;4;841;1;1.01;15;1;0;2.00
0;4;606;1;0.89;13;1;0;10.00
0;55;60;1;1.50;42;1;0;3.00
0;65;707;5;;;0;1;8.70
0;4;707;1;1.01;15;1;0;19.00
0;38;582;6;1.72;71;0;0;2.00
0;18;50;4;1.66;66;1;0;15.00
0;21;291;9;1.80;64;1;0;4.00
0;0;291;1;0.68;7;1;0;17.00
0;2;682;1;0.91;12;1;0;3.50
0;15;1303;4;1.66;68;1;0;4.00
0;28;212;12;1.64;69;1;0;2.50
0;16;518;10;1.75;60;1;0;19.00
0;31;414;2;1.75;61;1;0;10.50
0;44;384;5;1.59;82;1;1;10.00
0;50;361;4;1.47;45;0;0;4.00
0;27;361;3;1.65;53;1;0;6.50
0;0;1132;1;0.60;5;0;0;6.50
0;29;109;1;1.60;55;1;0;4.00
0;2;120;1;0.82;14;0;0;3.25
0;22;486;10;1.72;63;1;0;20.00
0;4;315;1;1.12;18;1;0;5.80
0;69;835;4;1.64;70;0;0;19.50
0;50;301;1;1.63;81;1;0;60.00
