Date;VALE3.SA;LREN3.SA;CMIG3.SA;OIBR4.SA;BBDC3.SA;ITSA4.SA;USIM5.SA;BRML3.SA;PETR3.SA;VIVT4.SA;ENBR3.SA;RADL3.SA
2018-10-16;57.70000076293945;;10.5;2.1600000858306885;24.533300399780273;11.270000457763672;9.90999984741211;11.649999618530273;29.799999237060547;37.79999923706055;14.229999542236328;67.01000213623047
2018-10-17;58.79999923706055;;10.300000190734863;2.2799999713897705;24.54170036315918;11.170000076293945;9.880000114440918;11.8100004196167;29.600000381469727;38.0;14.029999732971191;65.08999633789062
2018-10-18;56.5;;10.279999732971191;2.240000009536743;23.783300399780273;10.829999923706055;9.65999984741211;11.460000038146973;28.649999618530273;37.849998474121094;14.180000305175781;66.30000305175781
2018-10-19;56.529998779296875;;10.279999732971191;2.2699999809265137;23.825000762939453;10.8100004196167;9.699999809265137;11.510000228881836;28.940000534057617;37.83000183105469;14.100000381469727;66.30000305175781
2018-10-22;58.369998931884766;;10.300000190734863;2.25;24.108299255371094;10.979999542236328;10.449999809265137;11.670000076293945;29.719999313354492;38.41999816894531;14.149999618530273;66.80000305175781
2018-10-23;56.75;;10.369999885559082;2.2300000190734863;24.174999237060547;10.960000038146973;10.199999809265137;11.710000038146973;29.15999984741211;38.45000076293945;14.319999694824219;66.80000305175781
2018-10-24;54.43000030517578;;10.40999984741211;2.190000057220459;23.49169921875;10.699999809265137;9.699999809265137;11.420000076293945;28.31999969482422;37.52000045776367;14.1899995803833;64.16000366210938
2018-10-25;54.61000061035156;;10.989999771118164;2.190000057220459;24.5;10.819999694824219;9.899999618530273;11.680000305175781;28.90999984741211;38.0;14.3100004196167;65.18000030517578
2018-10-26;55.599998474121094;;11.800000190734863;2.2699999809265137;24.774999618530273;11.039999961853027;10.0600004196167;12.0;30.0;37.970001220703125;14.350000381469727;65.95999908447266
2018-10-29;53.099998474121094;;11.149999618530273;2.2100000381469727;24.266700744628906;10.890000343322754;10.029999732971191;11.869999885559082;28.920000076293945;37.68000030517578;14.100000381469727;63.20000076293945
2018-10-30;53.869998931884766;;11.100000381469727;2.4800000190734863;25.341699600219727;11.3100004196167;10.359999656677246;12.479999542236328;30.520000457763672;43.09000015258789;14.100000381469727;65.0
2018-10-31;56.709999084472656;;11.079999923706055;2.4100000858306885;25.20829963684082;11.239999771118164;10.279999732971191;12.699999809265137;30.31999969482422;43.220001220703125;14.0;62.81999969482422
2018-11-01;57.5;;11.100000381469727;2.4600000381469727;26.533300399780273;11.399999618530273;10.119999885559082;12.600000381469727;29.770000457763672;44.83000183105469;14.010000228881836;63.150001525878906
2018-11-05;57.529998779296875;;11.550000190734863;2.5;27.5;11.5;10.1899995803833;12.390000343322754;30.649999618530273;44.849998474121094;14.130000114440918;66.5
2018-11-06;57.22999954223633;;11.600000381469727;2.680000066757202;27.024999618530273;11.550000190734863;9.930000305175781;12.069999694824219;29.860000610351562;44.599998474121094;14.100000381469727;66.75
2018-11-07;57.59000015258789;;11.569999694824219;2.680000066757202;26.91670036315918;11.600000381469727;9.8100004196167;11.899999618530273;29.200000762939453;43.810001373291016;14.079999923706055;67.0
2018-11-08;57.02000045776367;;11.350000381469727;2.5799999237060547;25.924999237060547;11.300000190734863;9.699999809265137;11.6899995803833;28.239999771118164;43.83000183105469;13.869999885559082;66.0
2018-11-09;54.650001525878906;;11.470000267028809;2.5799999237060547;26.5;11.550000190734863;10.020000457763672;11.680000305175781;28.1299991607666;43.5;13.880000114440918;66.0
2018-11-12;54.849998474121094;;11.649999618530273;2.4600000381469727;26.54170036315918;11.4399995803833;9.699999809265137;11.5600004196167;27.989999771118164;43.56999969482422;13.75;65.54000091552734
2018-11-13;56.27000045776367;;11.649999618530273;2.319999933242798;25.983299255371094;11.359999656677246;9.40999984741211;11.40999984741211;26.700000762939453;44.33000183105469;14.15999984741211;66.9000015258789
2018-11-14;55.15999984741211;;11.649999618530273;2.0999999046325684;26.25;11.550000190734863;9.149999618530273;12.100000381469727;27.190000534057617;44.72999954223633;13.479999542236328;66.5999984741211
2018-11-16;56.150001525878906;;11.880000114440918;2.059999942779541;27.70829963684082;11.989999771118164;9.789999961853027;12.520000457763672;28.049999237060547;45.900001525878906;13.760000228881836;66.25
2018-11-19;55.369998931884766;;11.770000457763672;2.109999895095825;27.391700744628906;12.069999694824219;9.34000015258789;12.25;28.030000686645508;45.0;13.800000190734863;63.5
2018-11-21;54.529998779296875;;11.75;1.7200000286102295;27.13330078125;11.850000381469727;9.210000038146973;12.199999809265137;27.3799991607666;46.25;13.800000190734863;63.099998474121094
2018-11-22;54.040000915527344;;12.34000015258789;1.7200000286102295;27.191699981689453;11.84000015258789;9.0600004196167;12.220000267028809;27.329999923706055;45.75;13.5;63.20000076293945
2018-11-23;50.349998474121094;;12.350000381469727;1.649999976158142;27.25;11.859999656677246;8.619999885559082;12.300000190734863;26.690000534057617;45.70000076293945;13.180000305175781;62.709999084472656
2018-11-26;50.119998931884766;;12.180000305175781;1.5700000524520874;26.66670036315918;11.640000343322754;8.529999732971191;12.25;27.100000381469727;45.54999923706055;13.15999984741211;62.16999816894531
2018-11-27;49.91999816894531;;12.479999542236328;1.5199999809265137;27.75;12.09000015258789;8.720000267028809;12.670000076293945;28.020000457763672;46.75;13.390000343322754;62.79999923706055
2018-11-28;52.29999923706055;;12.399999618530273;1.5199999809265137;28.649999618530273;12.369999885559082;8.6899995803833;12.850000381469727;27.670000076293945;46.75;13.630000114440918;62.400001525878906
2018-11-29;52.0;;12.649999618530273;1.5099999904632568;28.850000381469727;12.489999771118164;8.979999542236328;12.960000038146973;27.850000381469727;46.75;13.699999809265137;62.18000030517578
2018-11-30;52.79999923706055;;12.720000267028809;1.4600000381469727;27.99169921875;12.34000015258789;9.350000381469727;13.010000228881836;28.1299991607666;46.0099983215332;13.6899995803833;62.130001068115234
2018-12-03;54.11000061035156;;12.649999618530273;1.4199999570846558;27.899999618530273;12.229999542236328;9.789999961853027;13.100000381469727;28.93000030517578;46.310001373291016;14.029999732971191;63.459999084472656
2018-12-04;52.880001068115234;;12.670000076293945;1.3600000143051147;27.91670036315918;12.050000190734863;9.380000114440918;13.140000343322754;28.420000076293945;45.939998626708984;13.819999694824219;64.0
2018-12-05;52.79999923706055;;12.510000228881836;1.3300000429153442;28.016700744628906;12.050000190734863;9.489999771118164;13.0;28.59000015258789;46.630001068115234;13.930000305175781;62.689998626708984
2018-12-06;52.29999923706055;;12.399999618530273;1.4900000095367432;28.408300399780273;12.359999656677246;9.300000190734863;12.829999923706055;27.399999618530273;46.66999816894531;13.819999694824219;62.79999923706055
2018-12-07;51.290000915527344;;12.390000343322754;1.4500000476837158;28.04170036315918;12.119999885559082;9.0;13.0600004196167;27.850000381469727;46.7599983215332;13.800000190734863;61.43000030517578
2018-12-10;50.20000076293945;;12.350000381469727;1.3899999856948853;27.408300399780273;11.75;8.699999809265137;12.699999809265137;26.469999313354492;46.59000015258789;13.84000015258789;60.900001525878906
2018-12-11;50.599998474121094;;12.699999809265137;1.350000023841858;27.50830078125;11.789999961853027;8.75;12.770000457763672;26.299999237060547;46.900001525878906;13.899999618530273;62.95000076293945
